SKU,ID,peso_lb,peso_dim_lb,peso_efetivo_lb,preco,lambda,fonte_dim,status,no_general_hoje
COPF-075.100-TEE-C,7715631562855,0.2,0.0,0.2,26.14,0.0077,cube,ACTIVE,sim
COPF-100-2HSTR-C,7715631595623,0.03,4.9,4.94,1.89,2.6139,cube_ft3,ACTIVE,sim
COPF-100-45EL-C,7715631628391,0.14,0.0,0.14,15.4,0.0091,cube,ACTIVE,sim
COPF-100-90EL-C,7715631693927,0.21,0.0,0.21,10.85,0.0194,cube,ACTIVE,sim
COPF-100-CAP-C,7715631792231,0.06,0.0,0.06,6.27,0.0096,cube,ACTIVE,sim
COPF-100-CPL/DS-C,7715631824999,0.12,0.0,0.12,5.88,0.0204,cube,ACTIVE,sim
COPF-100-CPL/LS-C,7715631857767,0.12,0.0,0.12,8.29,0.0145,cube,ACTIVE,sim
COPF-100-CPL/RS-C,7715631890535,0.1,,0.1,5.94,0.0168,,ACTIVE,sim
COPF-100-DE90FA-LF,7715631988839,0.5,,0.5,130.57,0.0038,,ACTIVE,sim
COPF-100-DREL-C,7715632021607,0.31,0.1,0.31,76.88,0.004,cube,ACTIVE,sim
COPF-100-FA-C,7715632087143,0.23,0.0,0.23,20.52,0.0112,cube,ACTIVE,sim
COPF-100-FTGFA-C,7715632119911,0.21,0.0,0.21,28.83,0.0073,cube,ACTIVE,sim
COPF-100-FTGMA-C,7715632185447,0.23,0.0,0.23,28.55,0.0081,cube,ACTIVE,sim
COPF-100-LT90-C,7715632218215,0.27,0.0,0.27,17.88,0.0151,cube,ACTIVE,sim
COPF-100-LTST90-C,7715632283751,0.27,0.0,0.27,26.28,0.0103,cube,ACTIVE,sim
COPF-100-MA-C,7715632316519,0.17,0.0,0.17,17.67,0.0096,cube,ACTIVE,sim
COPF-100-ST45-C,7715632349287,0.13,0.0,0.13,20.1,0.0065,cube,ACTIVE,sim
COPF-100-ST90-C,7715632414823,0.19,0.0,0.19,15.15,0.0125,cube,ACTIVE,sim
COPF-100-TEE-C,7715632447591,0.24,0.0,0.24,24.32,0.0099,cube,ACTIVE,sim
COPF-100-UFA-LF,7715632513127,0.68,,0.68,219.19,0.0031,,ACTIVE,sim
COPF-100-UMA-LF,7715632578663,0.83,,0.83,225.92,0.0037,,ACTIVE,sim
COPF-100-UNI-C,7715632611431,0.56,0.1,0.56,43.5,0.0129,cube,ACTIVE,sim
COPF-100.018.100-BBT-C,7715632676967,0.32,0.0,0.32,53.8,0.0059,cube,ACTIVE,sim
COPF-100.050-CPL-C,7715632709735,0.1,0.0,0.1,11.16,0.009,cube,ACTIVE,sim
COPF-100.050-FLB-C,7715632775271,0.21,,0.21,12.35,0.017,,ACTIVE,sim
COPF-100.050-FTR-C,7715632840807,0.1,0.0,0.1,10.02,0.01,cube,ACTIVE,sim
COPF-100.050-TEE-C,7715632906343,0.18,0.0,0.18,24.87,0.0072,cube,ACTIVE,sim
COPF-100.050.050-TEE-C,7715632939111,0.18,0.0,0.18,28.68,0.0063,cube,ACTIVE,sim
COPF-100.050.075-TEE-C,7715632971879,0.22,0.0,0.22,30.18,0.0073,cube,ACTIVE,sim
COPF-100.050.100-TEE-C,7715633004647,0.29,0.0,0.29,28.68,0.0101,cube,ACTIVE,sim
COPF-100.075-CPL-C,7715633070183,0.1,0.0,0.1,9.27,0.0108,cube,ACTIVE,sim
COPF-100.075-FA-C,7715633102951,0.16,0.0,0.16,29.1,0.0055,cube,ACTIVE,sim
COPF-100.075-FLB-C,7715633135719,0.12,0.0,0.12,10.96,0.0109,cube,ACTIVE,sim
COPF-100.075-FTR-C,7715633201255,0.09,0.0,0.09,7.86,0.0115,cube,ACTIVE,sim
COPF-100.075-MA-C,7715633266791,0.21,0.0,0.21,25.37,0.0083,cube,ACTIVE,sim
COPF-100.075-TEE-C,7715633299559,0.22,0.0,0.22,24.11,0.0091,cube,ACTIVE,sim
COPF-100.075.050-TEE-C,7715633332327,0.18,0.0,0.18,28.68,0.0063,cube,ACTIVE,sim
COPF-100.075.075-TEE-C,7715633365095,0.22,0.0,0.22,28.68,0.0077,cube,ACTIVE,sim
COPF-100.075.100-TEE-C,7715633397863,0.29,0.0,0.29,28.68,0.0101,cube,ACTIVE,sim
COPF-100.125-TEE-C,7715633496167,0.41,0.1,0.41,53.59,0.0077,cube,ACTIVE,sim
COPF-100.150-TEE-C,7715633528935,0.68,0.1,0.68,75.9,0.009,cube,ACTIVE,sim
COPF-125-2HSTR-C,7715633561703,0.04,5.9,5.86,2.28,2.5714,cube_ft3,ACTIVE,sim
COPF-125-45EL-C,7715633594471,0.23,0.0,0.23,20.0,0.0115,cube,ACTIVE,sim
COPF-125-90EL-C,7715633660007,0.26,0.0,0.26,16.05,0.0162,cube,ACTIVE,sim
COPF-125-CAP-C,7715633725543,0.11,0.0,0.11,8.02,0.0137,cube,ACTIVE,sim
COPF-125-CPL/DS-C,7715633758311,0.14,0.0,0.14,9.87,0.0142,cube,ACTIVE,sim
COPF-125-CPL/LS-C,7715633823847,0.15,0.0,0.15,12.13,0.0124,cube,ACTIVE,sim
COPF-125-FA-C,7715633856615,0.37,0.0,0.37,28.83,0.0128,cube,ACTIVE,sim
COPF-125-FTGFA-C,7715633889383,0.32,0.1,0.32,46.11,0.0069,cube,ACTIVE,sim
COPF-125-FTGMA-C,7715633922151,0.44,0.1,0.44,87.33,0.005,cube,ACTIVE,sim
COPF-125-LT90-C,7715633954919,0.39,,0.39,28.98,0.0135,,ACTIVE,sim
COPF-125-MA-C,7715633987687,0.32,0.0,0.32,24.6,0.013,cube,ACTIVE,sim
COPF-125-ST45-C,7715634085991,0.23,0.0,0.23,24.6,0.0093,cube,ACTIVE,sim
COPF-125-ST90-C,7715634118759,0.26,0.0,0.26,23.27,0.0112,cube,ACTIVE,sim
COPF-125-TEE-C,7715634151527,0.4,0.0,0.4,32.49,0.0123,cube,ACTIVE,sim
COPF-125-UFA-LF,7715634184295,1.43,,1.43,409.19,0.0035,,ACTIVE,sim
COPF-125-UMA-LF,7715634217063,1.5,,1.5,280.08,0.0054,,ACTIVE,sim
COPF-125-UNI-C,7715634249831,0.7,0.1,0.7,121.97,0.0057,cube,ACTIVE,sim
COPF-125.050-CPL-C,7715634282599,0.18,0.0,0.18,13.62,0.0132,cube,ACTIVE,sim
COPF-125.050-FTR-C,7715634380903,0.17,0.0,0.17,14.04,0.0121,cube,ACTIVE,sim
COPF-125.050-TEE-C,7715634446439,0.26,0.1,0.26,35.1,0.0074,cube,ACTIVE,sim
COPF-125.050.125-TEE-C,7715634511975,0.41,0.1,0.41,46.11,0.0089,cube,ACTIVE,sim
COPF-125.075-CPL-C,7715634544743,0.13,0.0,0.13,12.86,0.0101,cube,ACTIVE,sim
COPF-125.075-FTR-C,7715634577511,0.12,0.0,0.12,14.04,0.0085,cube,ACTIVE,sim
COPF-125.075-TEE-C,7715634610279,0.31,0.1,0.31,35.1,0.0088,cube,ACTIVE,sim
COPF-125.075.075-TEE-C,7715634675815,0.3,0.1,0.3,45.06,0.0067,cube,ACTIVE,sim
COPF-125.075.100-TEE-C,7715634708583,0.39,,0.39,48.51,0.008,,ACTIVE,sim
COPF-125.075.125-TEE-C,7715634741351,0.41,0.1,0.41,45.06,0.0091,cube,ACTIVE,sim
COPF-125.100-90EL-C,7715634806887,0.23,0.1,0.23,50.66,0.0045,cube,ACTIVE,sim
COPF-125.100-CPL-C,7715634839655,0.15,0.0,0.15,12.86,0.0117,cube,ACTIVE,sim
COPF-125.100-FLB-C,7715634872423,0.14,,0.14,13.73,0.0102,,ACTIVE,sim
COPF-125.100-FTR-C,7715634937959,0.15,0.0,0.15,14.31,0.0105,cube,ACTIVE,sim
COPF-125.100-MA-C,7715634970727,0.3,0.1,0.3,37.45,0.008,cube,ACTIVE,sim
COPF-125.100-TEE-C,7715635003495,0.35,0.1,0.35,35.1,0.01,cube,ACTIVE,sim
COPF-125.100.050-TEE-C,7715635069031,0.27,0.1,0.27,46.11,0.0059,cube,ACTIVE,sim
COPF-125.100.075-TEE-C,7715635101799,0.3,0.1,0.3,44.22,0.0068,cube,ACTIVE,sim
COPF-125.100.100-TEE-C,7715635167335,0.39,0.1,0.39,45.06,0.0087,cube,ACTIVE,sim
COPF-125.100.125-TEE-C,7715635200103,0.41,0.1,0.41,46.11,0.0089,cube,ACTIVE,sim
COPF-125.150-TEE-C,7715635232871,0.68,0.1,0.68,76.12,0.0089,cube,ACTIVE,sim
COPF-150-2HSTR-C,7715635298407,0.05,6.9,6.93,2.78,2.4944,cube_ft3,ACTIVE,sim
COPF-150-45EL-C,7715635331175,0.34,0.0,0.34,24.55,0.0138,cube,ACTIVE,sim
COPF-150-90EL-C,7715635363943,0.37,0.0,0.37,24.27,0.0152,cube,ACTIVE,sim
COPF-150-CAP-C,7715635429479,0.16,0.0,0.16,11.76,0.0136,cube,ACTIVE,sim
COPF-150-CPL/DS-C,7715635462247,0.22,0.0,0.22,13.32,0.0165,cube,ACTIVE,sim
COPF-150-CPL/LS-C,7715635495015,0.21,0.0,0.21,16.38,0.0128,cube,ACTIVE,sim
COPF-150-CPL/RS-C,7715635527783,0.21,0.0,0.21,13.32,0.0158,cube,ACTIVE,sim
COPF-150-FA-C,7715635593319,0.4,0.1,0.4,45.06,0.0089,cube,ACTIVE,sim
COPF-150-FTGFA-C,7715635626087,0.44,0.1,0.44,60.59,0.0073,cube,ACTIVE,sim
COPF-150-FTGMA-C,7715635658855,0.51,0.2,0.51,105.94,0.0048,cube,ACTIVE,sim
COPF-150-LT90-C,7715635691623,0.56,,0.56,38.13,0.0147,,ACTIVE,sim
COPF-150-MA-C,7715635724391,0.46,0.0,0.46,28.83,0.016,cube,ACTIVE,sim
COPF-150-ST45-C,7715635757159,0.34,0.0,0.34,30.7,0.0111,cube,ACTIVE,sim
COPF-150-ST90-C,7715635789927,0.39,0.0,0.39,31.09,0.0125,cube,ACTIVE,sim
COPF-150-TEE-C,7715635855463,0.54,0.1,0.54,49.09,0.011,cube,ACTIVE,sim
COPF-150-UFA-LF,7715635888231,1.43,,1.43,517.29,0.0028,,ACTIVE,sim
COPF-150-UMA-LF,7715635920999,1.81,,1.81,294.3,0.0062,,ACTIVE,sim
COPF-150-UNI-C,7715635953767,0.88,0.1,0.88,160.43,0.0055,cube,ACTIVE,sim
COPF-150.050-CPL-C,7715635986535,0.22,,0.22,23.05,0.0095,,ACTIVE,sim
COPF-150.050-FTR-C,7715636019303,0.21,0.0,0.21,18.64,0.0113,cube,ACTIVE,sim
COPF-150.050-TEE-C,7715636052071,0.29,0.1,0.29,37.28,0.0078,cube,ACTIVE,sim
COPF-150.075-CPL-C,7715636084839,0.22,0.0,0.22,21.69,0.0101,cube,ACTIVE,sim
COPF-150.075-FTR-C,7715636117607,0.2,0.0,0.2,18.64,0.0107,cube,ACTIVE,sim
COPF-150.075-TEE-C,7715636150375,0.33,0.1,0.33,37.28,0.0089,cube,ACTIVE,sim
COPF-150.075.050-TEE-C,7715636215911,0.46,,0.46,83.61,0.0055,,ACTIVE,sim
COPF-150.075.075-TEE-C,7715636248679,0.58,0.1,0.58,79.47,0.0073,cube,ACTIVE,sim
COPF-150.075.100-TEE-C,7715636281447,0.59,0.1,0.59,79.47,0.0074,cube,ACTIVE,sim
COPF-150.075.125-TEE-C,7715636314215,0.66,0.1,0.66,82.08,0.008,cube,ACTIVE,sim
COPF-150.075.150-TEE-C,7715636346983,0.68,0.1,0.68,74.76,0.0091,cube,ACTIVE,sim
COPF-150.100-CPL-C,7715636379751,0.22,0.0,0.22,21.69,0.0101,cube,ACTIVE,sim
COPF-150.100-FTR-C,7715636412519,0.21,0.0,0.21,18.29,0.0115,cube,ACTIVE,sim
COPF-150.100-TEE-C,7715636445287,0.38,0.1,0.38,37.28,0.0102,cube,ACTIVE,sim
COPF-150.100.050-TEE-C,7715636478055,0.46,0.1,0.46,79.47,0.0058,cube,ACTIVE,sim
COPF-150.100.075-TEE-C,7715636543591,0.58,0.1,0.58,76.25,0.0076,cube,ACTIVE,sim
COPF-150.100.100-TEE-C,7715636576359,0.59,0.1,0.59,74.76,0.0079,cube,ACTIVE,sim
COPF-150.100.125-TEE-C,7715636609127,0.66,0.1,0.66,79.47,0.0083,cube,ACTIVE,sim
COPF-150.100.150-TEE-C,7715636641895,0.68,0.1,0.68,76.25,0.0089,cube,ACTIVE,sim
COPF-150.125-CPL-C,7715636674663,0.22,0.0,0.22,21.29,0.0103,cube,ACTIVE,sim
COPF-150.125-FLB-C,7715636707431,0.2,,0.2,17.7,0.0113,,ACTIVE,sim
COPF-150.125-FTR-C,7715636740199,0.21,0.0,0.21,18.29,0.0115,cube,ACTIVE,sim
COPF-150.125-TEE-C,7715636772967,0.46,0.1,0.46,37.28,0.0123,cube,ACTIVE,sim
COPF-150.125.075-TEE-C,7715636838503,0.58,0.1,0.58,76.25,0.0076,cube,ACTIVE,sim
COPF-150.125.100-TEE-C,7715636871271,0.59,0.1,0.59,74.76,0.0079,cube,ACTIVE,sim
COPF-150.125.125-TEE-C,7715636904039,0.66,0.1,0.66,76.25,0.0087,cube,ACTIVE,sim
COPF-150.125.150-TEE-C,7715636936807,0.68,,0.68,79.47,0.0086,,ACTIVE,sim
COPF-200-2HSTR-C,7715636969575,0.06,7.8,7.77,3.07,2.5301,cube_ft3,ACTIVE,sim
COPF-200-45EL-C,7715637002343,0.62,0.1,0.62,41.01,0.0151,cube,ACTIVE,sim
COPF-200-90EL-C,7715637035111,0.81,0.1,0.81,44.22,0.0183,cube,ACTIVE,sim
COPF-200-CAP-C,7715637067879,0.28,0.0,0.28,21.67,0.0129,cube,ACTIVE,sim
COPF-200-CFL150-C,7715637133415,4.1,,4.1,196.6,0.0209,,ACTIVE,sim
COPF-200-CPL/DS-C,7715637166183,0.39,0.0,0.39,22.21,0.0176,cube,ACTIVE,sim
COPF-200-CPL/LS-C,7715637198951,0.39,0.0,0.39,28.26,0.0138,cube,ACTIVE,sim
COPF-200-CPL/RS-C,7715637231719,0.39,,0.39,22.21,0.0176,,ACTIVE,sim
COPF-200-FA-C,7715637264487,0.67,0.1,0.67,61.23,0.0109,cube,ACTIVE,sim
COPF-200-FTGFA-C,7715637297255,0.64,0.1,0.64,80.5,0.008,cube,ACTIVE,sim
COPF-200-FTGMA-C,7715637330023,0.75,0.3,0.75,171.19,0.0044,cube,ACTIVE,sim
COPF-200-LT90-C,7715637362791,1.16,0.2,1.16,100.29,0.0116,cube,ACTIVE,sim
COPF-200-MA-C,7715637395559,0.68,0.1,0.68,48.8,0.0139,cube,ACTIVE,sim
COPF-200-ST45-C,7715637428327,0.62,0.1,0.62,48.8,0.0127,cube,ACTIVE,sim
COPF-200-ST90-C,7715637493863,0.81,0.1,0.81,67.56,0.012,cube,ACTIVE,sim
COPF-200-TEE-C,7715637526631,1.08,0.1,1.08,78.06,0.0138,cube,ACTIVE,sim
COPF-200-UFA-LF,7715637559399,1.99,,1.99,872.73,0.0023,,ACTIVE,sim
COPF-200-UMA-LF,7715637592167,2.52,,2.52,451.32,0.0056,,ACTIVE,sim
COPF-200-UNI-C,7715637624935,1.5,0.2,1.5,272.42,0.0055,cube,ACTIVE,sim
COPF-200-UNI-LF,7715637657703,1.99,,1.99,293.28,0.0068,,ACTIVE,sim
COPF-200.050-CPL-C,7715637690471,0.42,0.1,0.42,37.53,0.0112,cube,ACTIVE,sim
COPF-200.050-FTR-C,7715637723239,0.42,0.1,0.42,39.27,0.0107,cube,ACTIVE,sim
COPF-200.050-TEE-C,7715637756007,0.55,0.1,0.55,58.94,0.0093,cube,ACTIVE,sim
COPF-200.075-CPL-C,7715637821543,0.41,0.1,0.41,36.06,0.0114,cube,ACTIVE,sim
COPF-200.075-FTR-C,7715637887079,0.4,0.1,0.4,36.97,0.0108,cube,ACTIVE,sim
COPF-200.075-TEE-C,7715637919847,0.62,0.1,0.62,58.94,0.0105,cube,ACTIVE,sim
COPF-200.075.200-TEE-C,7715637952615,1.35,0.2,1.35,101.59,0.0133,cube,ACTIVE,sim
COPF-200.100-CPL-C,7715637985383,0.38,0.1,0.38,35.4,0.0107,cube,ACTIVE,sim
COPF-200.100-FTR-C,7715638083687,0.36,0.1,0.36,36.97,0.0097,cube,ACTIVE,sim
COPF-200.100-TEE-C,7715638116455,0.67,0.1,0.67,60.81,0.011,cube,ACTIVE,sim
COPF-200.100.100-TEE-C,7715638149223,1.02,0.2,1.02,101.59,0.01,cube,ACTIVE,sim
COPF-200.100.200-TEE-C,7715638181991,1.35,0.2,1.35,101.59,0.0133,cube,ACTIVE,sim
COPF-200.125-CPL-C,7715638214759,0.39,0.0,0.39,32.89,0.0119,cube,ACTIVE,sim
COPF-200.125-FTR-C,7715638247527,0.36,0.1,0.36,34.44,0.0105,cube,ACTIVE,sim
COPF-200.125-TEE-C,7715638280295,0.74,0.1,0.74,67.45,0.011,cube,ACTIVE,sim
COPF-200.125.125-TEE-C,7715638313063,1.01,0.2,1.01,110.44,0.0091,cube,ACTIVE,sim
COPF-200.125.150-TEE-C,7715638378599,1.1,,1.1,107.1,0.0103,,ACTIVE,sim
COPF-200.125.200-TEE-C,7715638411367,1.35,,1.35,105.91,0.0127,,ACTIVE,sim
COPF-200.150-CPL-C,7715638444135,0.37,0.0,0.37,32.89,0.0112,cube,ACTIVE,sim
COPF-200.150-FTR-C,7715638476903,0.37,0.1,0.37,34.44,0.0107,cube,ACTIVE,sim
COPF-200.150-TEE-C,7715638509671,0.89,0.1,0.89,60.81,0.0146,cube,ACTIVE,sim
COPF-200.150.100-TEE-C,7715638542439,1.02,0.2,1.02,101.59,0.01,cube,ACTIVE,sim
COPF-200.150.150-TEE-C,7715638575207,1.1,0.1,1.1,99.39,0.0111,cube,ACTIVE,sim
COPF-250-45EL-C,7715638640743,0.97,0.1,0.97,79.7,0.0122,cube,ACTIVE,sim
COPF-250-90EL-C,7715638673511,1.18,0.1,1.18,80.61,0.0146,cube,ACTIVE,sim
COPF-250-CAP-C,7715638739047,0.47,0.1,0.47,63.15,0.0074,cube,ACTIVE,sim
COPF-250-CFL125-LF,7715638771815,4.23,,4.23,694.35,0.0061,,ACTIVE,sim
COPF-250-CFL150-C,7715638804583,5.49,,5.49,240.21,0.0229,,ACTIVE,sim
COPF-250-CPL/DS-C,7715638837351,0.62,0.1,0.62,43.04,0.0144,cube,ACTIVE,sim
COPF-250-CPL/LS-C,7715638870119,0.62,0.1,0.62,34.96,0.0177,cube,ACTIVE,sim
COPF-250-CPL/RS-C,7715638902887,0.62,,0.62,45.59,0.0136,,ACTIVE,sim
COPF-250-FA-C,7715638935655,1.23,0.3,1.23,203.59,0.006,cube,ACTIVE,sim
COPF-250-MA-C,7715639001191,1.27,0.3,1.27,170.59,0.0074,cube,ACTIVE,sim
COPF-250-ST45-C,7715639066727,0.96,0.2,0.96,105.98,0.0091,cube,ACTIVE,sim
COPF-250-ST90-C,7715639099495,1.19,0.2,1.19,105.39,0.0113,cube,ACTIVE,sim
COPF-250-TEE-C,7715639132263,1.96,0.2,1.96,143.62,0.0136,cube,ACTIVE,sim
COPF-250.050-TEE-C,7715639165031,1.08,0.3,1.08,167.75,0.0064,cube,ACTIVE,sim
COPF-250.075-TEE-C,7715639197799,1.26,0.3,1.26,163.94,0.0077,cube,ACTIVE,sim
COPF-250.100-FTR-C,7715639230567,0.65,0.1,0.65,74.09,0.0088,cube,ACTIVE,sim
COPF-250.100-TEE-C,7715639296103,1.36,0.3,1.36,167.75,0.0081,cube,ACTIVE,sim
COPF-250.125-CPL-C,7715639328871,0.66,0.1,0.66,78.06,0.0085,cube,ACTIVE,sim
COPF-250.125-FTR-C,7715639361639,0.63,0.1,0.63,66.15,0.0095,cube,ACTIVE,sim
COPF-250.125-TEE-C,7715639394407,1.34,0.3,1.34,167.75,0.008,cube,ACTIVE,sim
COPF-250.150-CPL-C,7715639459943,0.67,,0.67,69.09,0.0097,,ACTIVE,sim
COPF-250.150-FTR-C,7715639492711,0.67,0.1,0.67,65.13,0.0103,cube,ACTIVE,sim
COPF-250.150-TEE-C,7715639525479,1.46,0.3,1.46,167.75,0.0087,cube,ACTIVE,sim
COPF-250.150.200-TEE-C,7715639558247,1.67,0.5,1.67,267.28,0.0062,cube,ACTIVE,sim
COPF-250.200-CPL-C,7715639591015,0.64,0.1,0.64,67.62,0.0095,cube,ACTIVE,sim
COPF-250.200-FTR-C,7715639623783,0.64,0.1,0.64,63.7,0.01,cube,ACTIVE,sim
COPF-250.200-TEE-C,7715639656551,1.67,0.3,1.67,167.75,0.01,cube,ACTIVE,sim
COPF-250.200.075-TEE-C,7715639722087,1.26,,1.26,225.6,0.0056,,ACTIVE,sim
COPF-250.200.100-TEE-C,7715639754855,1.36,,1.36,225.6,0.006,,ACTIVE,sim
COPF-250.200.125-TEE-C,7715639787623,1.34,0.4,1.34,225.6,0.0059,cube,ACTIVE,sim
COPF-250.200.200-TEE-C,7715639820391,1.67,0.3,1.67,209.94,0.008,cube,ACTIVE,sim
COPF-300-45EL-C,7715639853159,1.46,0.2,1.46,111.36,0.0131,cube,ACTIVE,sim
COPF-300-90EL-C,7715639885927,1.92,0.2,1.92,114.52,0.0168,cube,ACTIVE,sim
COPF-300-CAP-C,7715639918695,0.71,0.1,0.71,81.25,0.0087,cube,ACTIVE,sim
COPF-300-CPL/DS-C,7715639951463,0.91,0.1,0.91,60.81,0.015,cube,ACTIVE,sim
COPF-300-CPL/LS-C,7715639984231,0.91,0.1,0.91,61.95,0.0147,cube,ACTIVE,sim
COPF-300-CPL/RS-C,7715640016999,0.91,,0.91,62.14,0.0146,,ACTIVE,sim
COPF-300-FA-C,7715640049767,2.34,0.4,2.34,289.88,0.0081,cube,ACTIVE,sim
COPF-300-LT90-C,7715640082535,3.32,0.3,3.32,195.6,0.017,cube,ACTIVE,sim
COPF-300-MA-C,7715640148071,1.52,,1.52,212.37,0.0072,,ACTIVE,sim
COPF-300-ST45-C,7715640180839,1.47,0.2,1.47,134.9,0.0109,cube,ACTIVE,sim
COPF-300-ST90-C,7715640213607,1.92,0.3,1.92,148.0,0.013,cube,ACTIVE,sim
COPF-300-TEE-C,7715640246375,2.63,0.3,2.63,206.49,0.0127,cube,ACTIVE,sim
COPF-300-UNI-C,7715640279143,4.75,,4.75,1544.74,0.0031,,ACTIVE,sim
COPF-300.050-TEE-C,7715640311911,1.54,0.3,1.54,173.48,0.0089,cube,ACTIVE,sim
COPF-300.075-TEE-C,7715640344679,1.69,0.3,1.69,173.48,0.0097,cube,ACTIVE,sim
COPF-300.100-TEE-C,7715640377447,1.76,,1.76,173.48,0.0101,,ACTIVE,sim
COPF-300.125-FTR-C,7715640410215,1.03,,1.03,83.89,0.0123,,ACTIVE,sim
COPF-300.125-TEE-C,7715640442983,1.94,0.3,1.94,173.48,0.0112,cube,ACTIVE,sim
COPF-300.150-CPL-C,7715640475751,1.1,0.2,1.1,91.44,0.012,cube,ACTIVE,sim
COPF-300.150-FTR-C,7715640508519,1.03,0.1,1.03,84.02,0.0123,cube,ACTIVE,sim
COPF-300.150-TEE-C,7715640541287,2.02,0.3,2.02,173.48,0.0116,cube,ACTIVE,sim
COPF-300.200-CPL-C,7715640574055,0.99,0.1,0.99,82.03,0.0121,cube,ACTIVE,sim
COPF-300.200-FTR-C,7715640639591,0.95,0.1,0.95,75.22,0.0126,cube,ACTIVE,sim
COPF-300.200-TEE-C,7715640672359,2.27,0.3,2.27,173.48,0.0131,cube,ACTIVE,sim
COPF-300.250-CPL-C,7715640705127,0.94,,0.94,83.61,0.0112,,ACTIVE,sim
COPF-300.250-FTR-C,7715640737895,0.89,0.1,0.89,76.88,0.0116,cube,ACTIVE,sim
COPF-300.250.250-TEE-C,7715640770663,2.35,,2.35,289.88,0.0081,,ACTIVE,sim
COPF-400-45EL-C,7715640836199,3.8,0.4,3.8,229.41,0.0166,cube,ACTIVE,sim
COPF-400-90EL-C,7715640868967,4.56,0.4,4.56,250.97,0.0182,cube,ACTIVE,sim
COPF-400-CAP-C,7715640901735,1.38,0.3,1.38,154.0,0.009,cube,ACTIVE,sim
COPF-400-CPL/DS-C,7715640934503,1.97,0.2,1.97,123.84,0.0159,cube,ACTIVE,sim
COPF-400-CPL/LS-C,7715640967271,1.88,0.2,1.88,116.75,0.0161,cube,ACTIVE,sim
COPF-400-CPL/RS-C,7715641000039,0.39,,0.39,136.83,0.0029,,ACTIVE,sim
COPF-400-MA-C,7715641032807,2.26,,2.26,287.99,0.0078,,ACTIVE,sim
COPF-400-ST45-C,7715641098343,3.34,1.2,3.34,277.0,0.0121,cube,ACTIVE,sim
COPF-400-ST90-C,7715641131111,4.45,0.6,4.45,327.31,0.0136,cube,ACTIVE,sim
COPF-400-TEE-C,7715641163879,5.21,0.9,5.21,483.31,0.0108,cube,ACTIVE,sim
COPF-400.200-FTR-C,7715641196647,2.0,0.3,2.0,171.25,0.0117,cube,ACTIVE,sim
COPF-400.250-FTR-C,7715641229415,1.93,0.3,1.93,162.98,0.0118,cube,ACTIVE,sim
COPF-400.250.250-TEE-C,7715641262183,5.36,0.8,5.36,1048.89,0.0051,cube,ACTIVE,sim
COPF-400.300-FTR-C,7715641294951,1.86,0.3,1.86,156.63,0.0119,cube,ACTIVE,sim
COPF-400.300-TEE-C,7715641327719,5.71,,5.71,343.77,0.0166,,ACTIVE,sim
COPF-600-45EL-C,7715641393255,11.2,2.5,11.2,1358.06,0.0082,cube,ACTIVE,sim
COPF-600-90EL-C,7715641426023,15.2,,15.2,1362.03,0.0112,,ACTIVE,sim
COPF-600-CPL/DS-C,7715641458791,5.26,0.9,5.26,472.54,0.0111,cube,ACTIVE,sim
COPF-600.200-TEE-C,7715641491559,0.39,,0.39,1991.7,0.0002,,ACTIVE,sim
COPF-DWV-125-TCAP-C,7715641524327,0.05,,0.05,3.25,0.0154,,ACTIVE,sim
COPF-DWV-150-22EL-C,7715641557095,0.15,0.1,0.15,67.5,0.0022,cube,ACTIVE,sim
COPF-DWV-150-45EL-C,7715641589863,0.19,0.0,0.19,15.52,0.0122,cube,ACTIVE,sim
COPF-DWV-150-90EL-C,7715641622631,0.28,0.0,0.28,27.06,0.0103,cube,ACTIVE,sim
COPF-DWV-150-CPL-C,7715641655399,0.09,0.0,0.09,10.5,0.0086,cube,ACTIVE,sim
COPF-DWV-150-DBLY-C,7715641688167,1.11,,1.11,186.65,0.0059,,ACTIVE,sim
COPF-DWV-150-FA-C,7715641720935,0.25,0.0,0.25,24.46,0.0102,cube,ACTIVE,sim
COPF-DWV-150-FTA-C,7715641753703,0.23,0.1,0.23,33.42,0.0069,cube,ACTIVE,sim
COPF-DWV-150-FTGCO-C,7715641786471,0.59,0.1,0.59,147.56,0.004,cube,ACTIVE,sim
COPF-DWV-150-FTGFA-C,7715641819239,0.37,0.1,0.37,94.84,0.0039,cube,ACTIVE,sim
COPF-DWV-150-LT90-C,7715641884775,0.42,0.1,0.42,46.29,0.0091,cube,ACTIVE,sim
COPF-DWV-150-LTTY-C,7715641917543,0.87,0.1,0.87,123.72,0.007,cube,ACTIVE,sim
COPF-DWV-150-MA-C,7715641950311,0.34,0.0,0.34,43.74,0.0078,cube,ACTIVE,sim
COPF-DWV-150-MTA-C,7715641983079,0.26,0.1,0.26,41.41,0.0063,cube,ACTIVE,sim
COPF-DWV-150-PTR-C,7715642048615,1.41,0.2,1.41,180.96,0.0078,cube,ACTIVE,sim
COPF-DWV-150-SANT-C,7715642081383,0.4,0.1,0.4,44.43,0.009,cube,ACTIVE,sim
COPF-DWV-150-ST45-C,7715642114151,0.19,0.0,0.19,19.26,0.0099,cube,ACTIVE,sim
COPF-DWV-150-ST90-C,7715642146919,0.28,0.0,0.28,29.54,0.0095,cube,ACTIVE,sim
