sku,vid,pid,status,preco,peso_efetivo_lb,lam,perfil_atual,destino,titulo
SIOU-551-2PK2,44351378620519,7715774300263,ACTIVE,2.31,5.47,2.36847,General profile,Standard,"Sioux Chief 551-2PK2 1/2"" CTS with nail 10/bag Tube Talon"
SIOU-555-23PK2,44351380095079,7715775086695,ACTIVE,1.95,2.91,1.49435,General profile,Standard,"Sioux Chief 555-23PK2 1/2"" & 3/4"" Twin Tube Talon"
SIOU-612-2S,44351383502951,7715776299111,ACTIVE,2.08,2.46,1.1822,General profile,Standard,"Sioux Chief 612-2S 1/2"" Stainle Stainless Steel Pipe Support Push Nut"
SIOU-614-2,44351383830631,7715776561255,ACTIVE,2.81,2.97,1.05647,General profile,Standard,"Sioux Chief 614-2 1/2"" Female Sweat x 1/2"" MIP Slip Adapter"
SIOU-614-3,44351383863399,7715776594023,ACTIVE,4.02,4.21,1.0471,General profile,Standard,"Sioux Chief 614-3 3/4"" Female Sweat x 3/4"" MIP Slip Male Adapter"
SIOU-616-02C,44351384485991,7715776725095,ACTIVE,10.44,4.74,0.45416,General profile,Standard,Sioux Chief 616-02C Shower Arm Adapter Chrome
SIOU-630VG248,44351384584295,7715776823399,ACTIVE,14.14,4.71,0.33312,General profile,Standard,"Sioux Chief 630VG248 1/2"" x 3-1/2"" x 8-1/2"" Pre Stainless Steel Stub Out Elbow"
SIOU-630WG2138,44351384617063,7715776856167,ACTIVE,19.0,10.02,0.52723,General profile,Standard,"Sioux Chief 630WG2138 1/2"" x 13"" x 8"" PEX F1960 Stub Out Elbow"
SIOU-630WG248,44351384649831,7715776888935,ACTIVE,11.6,4.74,0.40874,General profile,Standard,"Sioux Chief 630WG248 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow"
SIOU-630WG248E,44351384682599,7715776921703,ACTIVE,12.83,4.74,0.36956,General profile,Standard,"Sioux Chief 630WG248E 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow with Nail Flange"
SIOU-630WG348,44351384780903,7715776987239,ACTIVE,26.74,6.98,0.26109,General profile,Standard,"Sioux Chief 630WG348 3/4"" x 5"" x 8"" F1960 Stub Out Elbow"
SIOU-630WG4612,44351385305191,7715777052775,ACTIVE,46.74,10.02,0.21432,General profile,Standard,"Sioux Chief 630WG4612 1"" x 6"" x 12"" PEX F1960 Stub Out Elbow"
SIOU-630WG4612E,44351385337959,7715777085543,ACTIVE,48.36,10.02,0.20714,General profile,Standard,"Sioux Chief 630WG4612E 1"" x 6"" x 12"" PEX F1960 Stub Out Elbow with Nail Flange"
SIOU-630WGD288E,44351385370727,7715777118311,ACTIVE,30.45,10.02,0.32898,General profile,Standard,"Sioux Chief 630WGD288E 1/2"" x 8"" x 8"" PEX F1960 Stub Out Elbow with Nail Flange"
SIOU-630X348,44351385600103,7715777314919,ACTIVE,19.82,6.98,0.35225,General profile,Standard,"Sioux Chief 630X348 3/4"" x 4"" x 8"" F1870 Stub Out Elbow"
SIOU-630X468,44351385698407,7715777380455,ACTIVE,27.66,8.0,0.28922,General profile,Standard,"Sioux Chief 630X468 1"" x 6"" x 8"" PEX F1870 Stub Out Elbow"
SIOU-630XD288,44351385731175,7715777413223,ACTIVE,26.51,10.02,0.37787,General profile,Standard,"Sioux Chief 630XD288 1/2"" x 8"" x 12"" PEX F1870 Double Stub Out Elbow"
SIOU-632WG222M,44351385763943,7715777445991,ACTIVE,15.23,1.6,0.10538,General profile,Standard,"Sioux Chief 632WG222M 1/2"" PEX F1960 MIP Adapter Elbow Brass"
SIOU-632X222,44351385796711,7715777478759,ACTIVE,2.67,10.02,3.75278,General profile,Standard,"Sioux Chief 632X222 1/2"" PEX F1807 90° Elbow Copper"
SIOU-633-G3TM11,44351386124391,7715777577063,ACTIVE,35.25,6.98,0.19806,General profile,Standard,"Sioux Chief 633-G3TM11 11"" Water Heater Connector for Expansion Tank"
SIOU-638WG208,44351386189927,7715777642599,ACTIVE,11.98,3.72,0.31079,General profile,Standard,"Sioux Chief 638WG208 1/2"" x 8"" PEX F1960 Stub Out"
SIOU-638X218E,44351386222695,7715777675367,ACTIVE,12.78,10.09,0.78919,General profile,Standard,"Sioux Chief 638X218E 1/2"" x 18"" PEX F1807 Stub Out Bullet with Nail Flange"
SIOU-641PX332,44351386353767,7715777839207,ACTIVE,1.86,5.16,2.7744,General profile,Standard,"Sioux Chief 641PX332 3/4"" x 3/4"" x 1/2"" PEX F2159 Reducing Tee Composite"
SIOU-641PX333,44351386943591,7715777904743,ACTIVE,1.97,5.16,2.61948,General profile,Standard,"Sioux Chief 641PX333 3/4"" PEX Tee (Crimp(F2159)) Composite"
SIOU-641WG444,44351387140199,7715778068583,ACTIVE,38.55,2.13,0.05524,General profile,Standard,"Sioux Chief 641WG444 1"" PEX F1960 Tee Brass"
SIOU-641XG333,44351387172967,7715778101351,ACTIVE,4.4,5.16,1.17281,General profile,Standard,"Sioux Chief 641XG333 3/4"" PEX F1807 Tee No-Lead"
SIOU-642XG2,44351387795559,7715778265191,ACTIVE,2.13,4.4,2.06436,General profile,Standard,"Sioux Chief 642XG2 1/2"" PEX F1807 90 Elbow"
SIOU-642XG3,44351387828327,7715778297959,ACTIVE,3.03,5.16,1.7031,General profile,Standard,"Sioux Chief 642XG3 3/4"" PEX 90 Deg Ell F1807 No-Lead"
SIOU-643WG23,44351387861095,7715778330727,ACTIVE,10.85,1.0,0.09223,General profile,Standard,"Sioux Chief 643WG23 1/2"" x 3/4"" PEX F1960 Female Sweat Adapter Brass"
SIOU-643WG4,44351387893863,7715778363495,ACTIVE,20.05,1.0,0.04991,General profile,Standard,"Sioux Chief 643WG4 1"" PEX F1960 Female Sweat Adapter Brass"
SIOU-643X3,44351387959399,7715778429031,ACTIVE,1.84,6.98,3.79368,General profile,Standard,"Sioux Chief 643X3 3/4"" PEX Sweat Adapter (Crimp(F1807) x Sweat) Copper"
SIOU-643X4,44351387992167,7715778461799,ACTIVE,4.16,6.98,1.67857,General profile,Standard,"Sioux Chief 643X4 1"" PEX F1807 Female Sweat Adapter Copper"
SIOU-644WG23,44351388057703,7715778527335,ACTIVE,16.82,1.59,0.09483,General profile,Standard,"Sioux Chief 644WG23 1/2"" x 3/4"" PEX F1960 Male Sweat Adapter Brass"
SIOU-644WG32,44351388090471,7715778560103,ACTIVE,9.12,0.7,0.07647,General profile,Standard,"Sioux Chief 644WG32 3/4"" x 1/2"" PEX F1960 Female Sweat Adapter Brass"
SIOU-644X4,44351388188775,7715778658407,ACTIVE,4.83,6.98,1.44547,General profile,Standard,"Sioux Chief 644X4 1"" PEX F1807 Male Sweat Adapter Copper"
SIOU-645WG2,44351388418151,7715778887783,ACTIVE,6.42,1.55,0.24127,General profile,Standard,"Sioux Chief 645WG2 1/2"" PEX F1960 Coupling Brass"
SIOU-645WG3,44351388450919,7715778920551,ACTIVE,10.98,0.7,0.06352,General profile,Standard,"Sioux Chief 645WG3 3/4"" PEX Coupling (Expansion(F1960)) Brass"
SIOU-645WG3P,44351388483687,7715778953319,ACTIVE,17.36,3.12,0.17946,General profile,Standard,"Sioux Chief 645WG3P 3/4"" F1960 x 3/4"" PVC Adapter"
SIOU-645WG4,44351388516455,7715778986087,ACTIVE,21.0,1.0,0.04765,General profile,Standard,"Sioux Chief 645WG4 1"" PEX F1960 Coupling Brass"
SIOU-645X2G,44351388581991,7715779051623,ACTIVE,2.83,1.37,0.48321,General profile,Standard,"Sioux Chief 645X2G 1/2"" PEX x 1/2"" PB"
SIOU-645X3G,44351388614759,7715779084391,ACTIVE,3.38,1.37,0.40458,General profile,Standard,"Sioux Chief 645X3G 3/4"" PEX x 3/4"" PB"
SIOU-645X3P,44351388647527,7715779117159,ACTIVE,12.46,2.05,0.16462,General profile,Standard,"Sioux Chief 645X3P 3/4"" PEX PVC Adapter (Crimp(F1807) x PVC) Copper"
SIOU-645XC4,44351388680295,7715779149927,ACTIVE,18.39,1.37,0.07436,General profile,Standard,"Sioux Chief 645XC4 1"" PEX F1807 to CPVC Adapter"
SIOU-645XG3,44351388713063,7715779182695,ACTIVE,2.33,5.5,2.36255,General profile,Standard,"Sioux Chief 645XG3 3/4"" Bra Stainless Steel F1807 Cpl"
SIOU-647WG2E3,44351389958247,7715779477607,ACTIVE,19.3,1.52,0.07858,General profile,Standard,"Sioux Chief 647WG2E3 1/2"" PEX F1960 x FIP Drop Ear Elbow Brass"
SIOU-652-A,44351390220391,7715779739751,ACTIVE,26.73,2.51,0.09381,General profile,Standard,"Sioux Chief 652-A 1/2"" MIP Hydra-Rester ASSE-A"
SIOU-652-AS,44351390253159,7715779772519,ACTIVE,28.76,3.12,0.10832,General profile,Standard,"Sioux Chief 652-AS 1/2"" Male Sweat Hydra-Rester ASSE-A"
SIOU-653-B,44351390351463,7715779870823,ACTIVE,31.29,2.51,0.08014,General profile,Standard,"Sioux Chief 653-B 3/4"" Hydra-Restor Threaded"
SIOU-653-BS,44351390384231,7715779903591,ACTIVE,33.83,3.75,0.11094,General profile,Standard,"Sioux Chief 653-BS 3/4"" Male Sweat Hydra-Rester ASSE-B"
SIOU-654-C,44351390416999,7715779936359,ACTIVE,79.16,3.75,0.04741,General profile,Standard,"Sioux Chief 654-C 1"" MIP Hydra-Rester ASSE-C"
SIOU-654-CS,44351390449767,7715780001895,ACTIVE,82.12,4.67,0.05689,General profile,Standard,"Sioux Chief 654-CS 1"" Male Sweat Hydra-Rester ASSE-C"
SIOU-655-D,44351390580839,7715780034663,ACTIVE,104.31,5.16,0.04947,General profile,Standard,"Sioux Chief 655-D 1"" MIP Hydra-Rester ASSE-D"
SIOU-656-ES,44351390646375,7715780100199,ACTIVE,144.23,5.16,0.03578,General profile,Standard,"Sioux Chief 656-ES 1"" Male Sweat Hydra-Rester ASSE-E"
SIOU-660-G2B,44351390679143,7715780132967,ACTIVE,15.69,2.05,0.13081,General profile,Standard,"Sioux Chief 660-G2B 1/2"" MIP MINI-Rester"
SIOU-660-GTC0,44351390711911,7715780165735,ACTIVE,31.12,2.75,0.08848,General profile,Standard,"Sioux Chief 660-GTC0 1/4"" Compression Mini-Rester"
SIOU-660-GTR0B,44351390744679,7715780198503,ACTIVE,29.58,2.05,0.06934,General profile,Standard,"Sioux Chief 660-GTR0B 1/4"" Female Compression Mini-Rester"
SIOU-660-GTR1B,44351390810215,7715780264039,ACTIVE,29.58,2.05,0.06939,General profile,Standard,"Sioux Chief 660-GTR1B 3/8"" Female Compression Mini-Rester"
SIOU-660-HB,44351390842983,7715780296807,ACTIVE,23.89,2.51,0.10496,General profile,Standard,Sioux Chief 660-HB Hose Tee Mini-Rester
SIOU-660-SB,44351390875751,7715780329575,ACTIVE,15.27,2.05,0.13441,General profile,Standard,"Sioux Chief 660-SB 1/2"" Male Sweat Mini-Rester ASSE-AA"
SIOU-672X04C0,44351391137895,7715780591719,ACTIVE,39.83,3.16,0.07937,General profile,Standard,"Sioux Chief 672X04C0 PEX Manifold 1"" CPVC Trunk with 4 1/2"" ports"
SIOU-672X06C0,44351391203431,7715780657255,ACTIVE,49.03,5.16,0.10525,General profile,Standard,"Sioux Chief 672X06C0 PEX Manifold 1"" CPVC Trunk with 6 1/2"" ports"
SIOU-695-01,44351391694951,7715781148775,ACTIVE,81.82,10.02,0.12243,General profile,Standard,Sioux Chief 695-01 Prime Perfect Trap Primer 0 to 8 Traps
SIOU-695-D432F,44351391826023,7715781214311,ACTIVE,53.18,10.02,0.18837,General profile,Standard,"Sioux Chief 695-D432F Trap Primer Distributor with four 1/2"" FIP connections"
SIOU-821-200ANR,44351397691495,7715783704679,ACTIVE,54.41,7.25,0.13316,General profile,Standard,"Sioux Chief 821-200ANR ABS 2"" Shower Drain Nickel Bronze Round Grate 4-7/16"""
SIOU-821-200ASQ,44351397724263,7715783737447,ACTIVE,68.23,7.25,0.10619,General profile,Standard,"Sioux Chief 821-200ASQ ABS 2"" Shower Drain Matte Stainless Steel Square Grate 4-"
SIOU-821-200PSQ,44351397888103,7715783901287,ACTIVE,68.23,7.25,0.10619,General profile,Standard,"Sioux Chief 821-200PSQ PVC 2"" Shower Drain Matte Stainless Steel Square Grate 4-"
SIOU-821-2AQRB,44351398936679,7715783999591,ACTIVE,82.88,6.98,0.08424,General profile,Standard,"Sioux Chief 821-2AQRB ABS 2"" Shower Drain, Oil Rubbed Bronze Square Grate"
SIOU-821-TP,44351400116327,7715784622183,ACTIVE,3.51,2.51,0.71438,General profile,Standard,Sioux Chief 821-TP Test Plug for 821 Shower Drain
SIOU-822-2PNR,44351400509543,7715784786023,ACTIVE,80.73,11.36,0.14067,General profile,Standard,"Sioux Chief 822-2PNR 2"" Round Grate Floor Drain 5-7/8"" Nickel Bronze PVC"
SIOU-822-3PNR,44351400542311,7715784818791,ACTIVE,80.73,11.36,0.14067,General profile,Standard,"Sioux Chief 822-3PNR 3"" Round Grate Floor Drain 5-7/8"" Nickel Bronze PVC"
SIOU-822-CKIT,44351400575079,7715784851559,ACTIVE,24.06,5.51,0.2289,General profile,Standard,Sioux Chief 822-CKIT Clamp Collar for Halo Drains
SIOU-832-2PNR,44351400968295,7715785244775,ACTIVE,90.6,4.96,0.05471,General profile,Standard,"Sioux Chief 832-2PNR 2"" Solvent Weld FinishLine Complete Floor Drain with 5-1/2"""
SIOU-833-2PNR,44351401427047,7715785703527,ACTIVE,111.24,4.96,0.04456,General profile,Standard,"Sioux Chief 833-2PNR 2"" PVC Round Floor Drain with Nickel Top"
SIOU-840-20ANR,44351402508391,7715786326119,ACTIVE,43.91,4.74,0.10798,General profile,Standard,"Sioux Chief 840-20ANR 2"" Floor Drain ABS"
SIOU-842-2LNQ,44351402573927,7715786391655,ACTIVE,66.38,10.26,0.15458,General profile,Standard,"Sioux Chief 842-2LNQ 2"" Top Only with Square Grate 4-1/2"" Nickel Bronze Finish"
SIOU-842-2LNR,44351402606695,7715786424423,ACTIVE,52.03,5.16,0.09918,General profile,Standard,"Sioux Chief 842-2LNR 2"" Top Only with Round Grate 4-1/2"" Nickel Bronze Finish"
SIOU-842-4LNR,44351402704999,7715786522727,ACTIVE,84.31,11.36,0.13471,General profile,Standard,"Sioux Chief 842-4LNR 4"" Top Only with Round Grate 5-1/2"" Nickel Bronze Finish"
SIOU-843-2ANR,44351402803303,7715786621031,ACTIVE,55.62,5.16,0.09278,General profile,Standard,"Sioux Chief 843-2ANR 2"" ABS Floor Drain with 3"" Spigot"
SIOU-847-2,44351403032679,7715786784871,ACTIVE,8.21,1.91,0.23304,General profile,Standard,"Sioux Chief 847-2 3"" Snap Drain Cover 2"" Pipe Size"
SIOU-851-36T,44351403065447,7715786817639,ACTIVE,230.53,10.02,0.04345,General profile,Standard,"Sioux Chief 851-36T 6"" ABS Cleanout with Top"
SIOU-852-3LNQ,44351403098215,7715786850407,ACTIVE,120.21,4.74,0.03944,General profile,Standard,"Sioux Chief 852-3LNQ Adjustable Floor Cleanout 3"" MIP ABS 7"" Nickel Bronze Squar"
SIOU-852-3LNR,44351403130983,7715786883175,ACTIVE,81.63,6.98,0.08553,General profile,Standard,"Sioux Chief 852-3LNR Adjustable Floor Cleanout 3"" MIP ABS 5"" Nickel Bronze Round"
SIOU-852-4LNR,44351403196519,7715786948711,ACTIVE,115.73,11.36,0.09814,General profile,Standard,"Sioux Chief 852-4LNR Adjustable Floor Cleanout 4"" MIP ABS 6"" Nickel Bronze Round"
SIOU-863-335SQ,44351403950183,7715787243623,ACTIVE,113.93,6.98,0.06128,General profile,Standard,"Sioux Chief 863-335SQ 3"" Solvent Weld Square Above-Grade Floor Drain 5-7/8"" Top "
SIOU-863-U,44351404015719,7715787309159,ACTIVE,22.3,2.05,0.09204,General profile,Standard,Sioux Chief 863-U Aluminum Dome Bottom Strainer
SIOU-869-2A,44351404671079,7715787964519,ACTIVE,33.26,7.6,0.22841,General profile,Standard,"Sioux Chief 869-2A 2"" ABS Backwater Valve"
SIOU-869-2P,44351404703847,7715787997287,ACTIVE,33.26,7.6,0.22841,General profile,Standard,"Sioux Chief 869-2P 2"" PVC Backwater Valve"
SIOU-875-4P,44351405457511,7715788292199,ACTIVE,8.64,7.25,0.83856,General profile,Standard,"Sioux Chief 875-4P 4"" Clean-Out Adapter with plug"
SIOU-878-15,44351405490279,7715788324967,ACTIVE,2.06,1.37,0.66383,General profile,Standard,"Sioux Chief 878-15 1-1/2"" PVC C/O Plug with Threaded Brass Insert"
SIOU-878-20,44351405523047,7715788357735,ACTIVE,2.06,1.37,0.66383,General profile,Standard,"Sioux Chief 878-20 2"" PVC C/O Plug with Threaded Brass Insert"
SIOU-878-30,44351406080103,7715788456039,ACTIVE,3.15,3.12,0.98901,General profile,Standard,"Sioux Chief 878-30 3"" PVC C/O Plug with Threaded Brass Insert"
SIOU-879-15,44351406833767,7715788750951,ACTIVE,2.06,1.4,0.67771,General profile,Standard,"Sioux Chief 879-15 1-1/2"" ABS C/O Plug with Threaded Brass Insert"
SIOU-879-20,44351406866535,7715788783719,ACTIVE,2.06,1.37,0.66383,General profile,Standard,"Sioux Chief 879-20 2"" ABS C/O Plug with Threaded Brass Insert"
SIOU-881-54,44351408046183,7715789275239,ACTIVE,85.72,4.74,0.05531,General profile,Standard,"Sioux Chief 881-54 4"" Mechanical Plug"
SIOU-888-GAM,44351410765927,7715790127207,ACTIVE,31.44,7.88,0.25069,General profile,Standard,"Sioux Chief 888-GAM 3"" Inside Fit ABS Push-Tite Closet Flange with Plastic Ring "
SIOU-888-GPM,44351410929767,7715790192743,ACTIVE,31.44,7.88,0.25069,General profile,Standard,"Sioux Chief 888-GPM 3"" Inside Fit PVC Push-Tite Closet Flange with Plastic Ring "
SIOU-963-HTL-FE20,44351412371559,7715790717031,ACTIVE,14.7,7.33,0.49896,General profile,Standard,Sioux Chief 963-HTL-FE20 FlowEasy Liquid Drain Cleaner 20oz Bottle
SIOU-963-HTL-FE32,44351412404327,7715790749799,ACTIVE,21.33,11.6,0.54395,General profile,Standard,Sioux Chief 963-HTL-FE32 FlowEasy Liquid Drain Cleaner 1 Quart Bottle
SIOU-972-100,44351412437095,7715790782567,ACTIVE,12.95,1.4,0.10781,General profile,Standard,Sioux Chief 972-100 Tub Spout Seal and Escutcheon
SSTN-050-2,44350881103975,7715515334759,ACTIVE,6.52,11.1,1.70287,General profile,Standard,"Legend Valve 304-062 1/2"" x 2"" - 304 Stainless Steel Pipe Nipple, Schedule 40 - "
SSTN-050-CLS,44350881431655,7715515662439,ACTIVE,4.51,7.68,1.7035,General profile,Standard,"Legend Valve 304-060 1/2"" x Close - 304 Stainless Steel Pipe Nipple, Schedule 40"
SSTN-075-1.5,44350881464423,7715515695207,ACTIVE,6.48,11.03,1.70245,General profile,Standard,"Legend Valve 304-081 3/4"" X 1-1/2"" - 304 Stainless Steel Pipe Nipple, Schedule 4"
SSTN-075-CLS,44350882119783,7715516186727,ACTIVE,6.09,10.36,1.70103,General profile,Standard,"Legend Valve 304-080 3/4"" X CLOSE - 304 Stainless Steel Pipe Nipple, Schedule 40"
SUNT-SUS-4,44353373601895,7716729946215,ACTIVE,93.3,10.0,0.10718,General profile,Standard,"Suntemp SUS-4 4' Baseboard Heater Complete - 700 Series - 3/4"" Element"
SUNT-SUS-5,44353373667431,7716730011751,ACTIVE,116.62,12.5,0.10719,General profile,Standard,"Suntemp SUS-5 5' Baseboard Heater Complete - 700 Series - 3/4"" Element"
SUNT-SUS-7,44353373831271,7716730175591,ACTIVE,163.27,17.5,0.10718,General profile,Standard,"Suntemp SUS-7 7' Baseboard Heater Complete - 700 Series - 3/4"" Element"
SUNT-SUS-8,44353373896807,7716730241127,ACTIVE,186.6,20.0,0.10718,General profile,Standard,"Suntemp SUS-8 8' Baseboard Heater Complete - 700 Series - 3/4"" Element"
SUNT-SUS-9,44353373962343,7716730306663,ACTIVE,209.92,22.5,0.10718,General profile,Standard,"Suntemp SUS-9 9' Baseboard Heater Complete - 700 Series - 3/4"" Element"
TACO-110-252F,44353379467367,7716734959719,ACTIVE,36.13,3.0,0.08303,General profile,Standard,"Taco Comfort Solutions Freedom Flange Set - Cast Iron, 2 bolt, 1"" NPT; Fits - Al"
TACO-110-253F,44353379565671,7716735058023,ACTIVE,36.13,3.0,0.08303,General profile,Standard,"Taco Comfort Solutions 110-253F Freedom Flange Set - Cast Iron, 2 bolt, 1-1/4"" N"
TACO-110-254F,44353379598439,7716735090791,ACTIVE,36.13,3.0,0.08303,General profile,Standard,"Taco Comfort Solutions 110-254F Freedom Flange Set - Cast Iron, 2 bolt, 1-1/2"" N"
WOOD-RK-ADJ-PRV,44353497759847,7716843716711,ACTIVE,46.79,2.0,0.04274,General profile,Standard,Woodford RK-ADJ-PRV Adjustable Operating Rod 4-14
WOOD-X34-1,44353497989223,7716843946087,ACTIVE,159.34,12.2,0.07657,General profile,Standard,Woodford X34-1 Model X34 Yard Hydrant 1 Foot
WOOD-X34-2,44353498021991,7716843978855,ACTIVE,173.41,14.4,0.08304,General profile,Standard,Woodford X34-2 Model X34 Yard Hydrant 2 Feet
ZOEL-915-0005,44353499234407,7716845191271,ACTIVE,2024.89,125.35,0.06191,General profile,Standard,Zoeller Pump 915-0005 915 SIMPLEX GRINDER PACKAGE SYSTEM WITH AN BN801 with Alar
ZURN-CO2450-PV3,44353499529319,7716845486183,ACTIVE,97.69,4.0,0.04095,General profile,Standard,"Zurn CO2450-PV3 CO2450 Adjustable Floor Cleanout, Nickel Top, 3"" PVC"
ZURN-EZ1-PV2,44353499594855,7716845551719,ACTIVE,76.48,4.38,0.05727,General profile,Standard,"Zurn EZ1-PV2 EZ1 PVC Floor Drain, 5"" Round Nickel Bronze Strainer, with 2"" x 3"" "
ZURN-EZC-PV3,44353499791463,7716845748327,ACTIVE,93.75,3.86,0.04117,General profile,Standard,"Zurn EZC-PV3 EZC PVC Floor Drain Cleanout, 5"" Round Nickel Bronze Head, with 3"" "
ZURN-EZC-PV4-ST,44353499824231,7716845781095,ACTIVE,107.07,4.77,0.04455,General profile,Standard,"Zurn EZC-PV4-ST EZC PVC Floor Drain Cleanout, 5"" Square Nickel Bronze Cover, wit"
