sku,vendor,ptype,price,lb_loja,teto_lb,handle,variant_id,product_id
DIAB-DHS4125CT,Diablo,Hole Saw Bits & Accessories,77.18,0.73,2.6,4-1-8-carbide-teeth-hole-saw-for-wood-and-metal,44350606475367,7715384000615
MOEN-TL471EP,Moen,Tub-Shower Trim Sets,77.0,1.0,2.59,moen-chateau-tub-and-eco-performance-tub-and-shower-trim-kit-in-chrome,44350992679015,7715590471783
DIAB-DS0910CF3,Diablo,Sawzall & Hackzall Blades,76.75,0.35,2.59,9-10-tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-medium-metal-3-pack,44350629937255,7715390062695
DIAB-DHS3000CTR,Diablo,Carbide Hole Saws,76.62,0.24,2.58,diablo-3-demo-demon-carbide-teeth-rough-in-hole-saw,44350599037031,7715382493287
DIAB-DS0914BF15,Diablo,Sawzall & Hackzall Blades,76.26,0.35,2.57,9-bi-metal-reciprocating-saw-blade-for-medium-metal-cutting-1-16-to-5-16-15-pack,44350633410663,7715390783591
ASRP-7381987-100.2950A,American Standard,Trip Levers,76.12,2.0,2.57,left-hand-trip-lever-brushed-nickel-asrp-7381987-100-2950a,44350273749095,7715224780903
WATC-901-PP-ABS-BZ,Watco Mfg,Tub Drains,76.0,2.0,2.56,1-1-2-abs-push-pull-bath-waste-and-overflow-test-half-kit-rubbed-bronze,44353486225511,7716833362023
DIAB-DS0610CFA3,Diablo,Sawzall & Hackzall Blades,75.38,0.35,2.54,6-10tpi-amped-steel-demon-carbide-teeth-reciprocating-saw-blade-for-medium-metal-3-pack,44350624301159,7715388653671
HONE-Q348U1009/U,Resideo,Gas Ignition Components,75.34,0.2,2.54,multi-system-pilot-burner-hone-q348u1009-u,44351322095719,7715741794407
MILW-48-00-5343,Milwaukee Tools,Sawzall & Hackzall Blades,74.84,0.35,2.52,12-6-tpi-wrecker-with-carbide-teeth-sawzall-blade-for-multi-material-3-pack,44350918131815,7715539189863
MILW-49-90-2022,Milwaukee Tools,"Nozzles, Hoses & Accessories",73.84,0.73,2.49,air-tip-dust-collector,44350946869351,7715560947815
DIAB-DS0908CF3,Diablo,Sawzall & Hackzall Blades,73.38,0.35,2.47,9-8tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-thick-metal-3-pack,44350624825447,7715389177959
ELKA-LKDR1317RU,Elkay,Flanges & Stoppers,73.35,1.0,2.47,elkay-crosstown-black-silicone-11-7-8-x-16-3-4-x-3-8-drying-rack,44350691311719,7715409854567
MILW-48-00-6352,Milwaukee Tools,Sawzall & Hackzall Blades,73.32,0.35,2.47,9-10-tpi-torch-with-nitrus-carbide-teeth-sawzall-blade-for-conduit-and-strut-3-pack,44350919082087,7715540140135
DIVE-IG1100,DiversiTech,Gas Ignition Components,72.7,0.2,2.45,universal-round-silicon-carbide-igniter-kit-120-volt-3-brackets-and-hardware-included-replaces-over-170-oem-igniters,44350651236455,7715397730407
DIAB-DOS125CGP3,Diablo,Oscillating Blades & Accessories,72.61,0.73,2.45,1-1-4-amped-demo-demon-starlock-carbide-teeth-oscillating-blades-for-general-purpose-cuts-3-pack,44350615847015,7715386687591
ASRP-7381920-200.2430A,American Standard,Trip Levers,71.76,2.0,2.42,left-hand-trip-lever-matte-black,44350273683559,7715224715367
SSTN-200-8,Legend Valve,Stainless Steel Nipples,71.43,0.35,2.41,2-x-8-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350883594343,7715517661287
DIVE-PFS081,DiversiTech,Gas Ignition Components,71.16,0.2,2.4,90-degree-angle-flame-sensor-with-bracket-replaces-lennox-40l81,44350653595751,7715398352999
DIAB-DHS1375CF,Diablo,Hole Saw Bits & Accessories,71.13,0.73,2.4,1-3-8-steel-demon-carbide-teeth-hole-cutter,44350597922919,7715381379175
DIAB-DS1206CWS3,Diablo,Sawzall & Hackzall Blades,70.91,0.35,2.39,12-5-7tpi-demo-demon-carbide-teeth-reciprocating-saw-blades-for-nail-embedded-wood-3-pack,44350636228711,7715391340647
ASRP-7381231-200.2950A,American Standard,Trip Levers,70.3,2.0,2.37,left-hand-trip-lever-brushed-nickel,44350273028199,7715224420455
HONE-S688A1007/B,Resideo,"Controls, Switches & Sensors",70.26,2.0,2.37,sail-switch-with-5-in-wide-sail-bulk,44351323832423,7715743236199
HGRO-27411673,Hansgrohe,Shower Arms,70.2,1.0,2.37,hansgrohe-showerarm-standard-6-in-matte-black,44350764974183,7715456680039
GERB-G9316TC,Gerber,Shower Trim Sets,69.66,1.0,2.35,maxwell-1h-shower-only-trim-kit-treysta-cartridge-1-75gpm-chrome,44350718541927,7715426730087
MILW-49-25-1563,Milwaukee Tools,Oscillating Blades & Accessories,69.21,0.73,2.33,1-3-8-nitrus-carbide-extreme-metal-universal-fit-oscillating-multi-tool-blade-3-pack,44350940708967,7715556819047
MILW-49-25-1573,Milwaukee Tools,Oscillating Blades & Accessories,69.21,0.73,2.33,1-3-8-nitrus-carbide-extreme-materials-universal-fit-oscillating-multi-tool-blade-3-pack,44350940774503,7715556884583
PASC-9221,Pasco,Miscellaneous Tools,68.88,0.33,2.32,knee-pads-w-soft-nomar-cap,44351277138023,7715717709927
MILW-49-16-2573,Milwaukee Tools,Trapsnake,68.73,0.73,2.32,trapsnake-25-auger-w-cable-drive,44350937464935,7715554656359
DIAB-DOU125CGP3,Diablo,Oscillating Blades & Accessories,68.72,0.73,2.32,1-1-4-amped-demo-demon-universal-fit-carbide-teeth-oscillating-blades-for-general-purpose-cuts-3-pack,44350621352039,7715387637863
SHAR-UXL0154,SharkBite,Push Fittings,68.36,0.33,2.3,2-sharkbite-coupling-ptc-x-ptc,44351370625127,7715769876583
HONE-Q313A1188/U,Resideo,Thermocouples & Thermopiles,68.16,1.0,2.3,35-in-750-mv-thermopile-with-push-in-clip-and-split-nut,44351320719463,7715741007975
GERB-G00GS504,Gerber,Tub-Shower Trim Sets,68.04,1.0,2.29,treysta-tub-shower-valve-horizontal-inputs-without-stops-crimp-pex,44350718279783,7715426500711
HONE-Q313A1139/U,Resideo,Thermocouples & Thermopiles,67.75,1.0,2.28,750-mv-thermopile-35-in-long-with-push-in-clip,44351320653927,7715740942439
DIAB-DOU125CF3,Diablo,Oscillating Blades & Accessories,67.14,0.73,2.26,1-1-4-amped-steel-demon-universal-fit-carbide-teeth-oscillating-blades-for-metal-3-pack,44350620794983,7715387506791
GROH-07.552SD0,Grohe,Escutcheons,66.91,2.0,2.25,10-escutcheon-in-grohe-stainless-steel-brushed,44350719950951,7715427975271
DIAB-DHS1125CF,Diablo,Carbide Hole Saws,66.15,0.24,2.23,1-1-8-steel-demon-carbide-teeth-hole-cutter,44350596218983,7715380756583
MILW-48-40-4062,Milwaukee Tools,"Cut-Off, Grinding & Brushes",65.89,0.73,2.22,1-2-1-steel-pipe-cutting-blade,44350932746343,7715551379559
HONE-Q3200U1004/U,Resideo,Gas Ignition Components,65.88,0.2,2.22,1-piece-glowfly-multisystem-120-vac-hot-surface-igniter,44351321243751,7715741237351
MILW-48-22-2187,Milwaukee Tools,Allen Wrenches,65.8,0.73,2.22,22-key-ball-end-l-style-hex-key-set-sae-metric,44350922719335,7715543613543
MOEN-T2662EP,Moen,Shower Trim Sets,64.8,1.0,2.18,moen-vichy-single-handle-eco-performance-posi-temp-shower-only-faucet-trim-kit-in-chrome-valve-sold-separately,44350987894887,7715586179175
SSTN-250-4,Legend Valve,Stainless Steel Nipples,64.5,0.35,2.17,2-1-2-x-4-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350883659879,7715517726823
PASC-4665,Pasco,Miscellaneous Tools,64.16,0.33,2.16,compression-sleeve-puller-heavy-duty,44351271665767,7715714400359
IPSC-20300,IPS Corporation,Auto Vents,63.63,0.37,2.14,1-1-2-or-2-studor-mini-vent-for-abs-pipe,44350825627751,7715482042471
SHAR-UXL0454,SharkBite,Push Fittings,62.66,0.33,2.11,2-sharkbite-end-cap-ptc-shar-uxl0454,44351370788967,7715770040423
SHAR-UXL115450F,SharkBite,Push Fittings,62.66,0.33,2.11,2-sharkbite-female-adapter-fip-x-ptc,44351371247719,7715770269799
SHAR-UXL115450M,SharkBite,Push Fittings,62.66,0.33,2.11,2-sharkbite-male-adapter-mip-x-ptc,44351372066919,7715770335335
GERB-D481350BN,Gerber,Shower Arms,62.37,1.0,2.1,push-pull-showerarm-diverter-brushed-nickel,44350717198439,7715425583207
DIAB-DS0612CF3,Diablo,Sawzall & Hackzall Blades,62.23,0.35,2.1,6-12tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-thin-metal-conduit-3-pack,44350624399463,7715388751975
MILW-48-00-5371,Milwaukee Tools,Sawzall & Hackzall Blades,62.23,0.35,2.1,6-wrecker-with-nitrus-carbide-sawzall-blade-for-multi-material-3-pack,44350918230119,7715539288167
DIAB-DHS2563CTR,Diablo,Carbide Hole Saws,61.61,0.24,2.08,diablo-2-9-16-demo-demon-carbide-teeth-rough-in-hole-saw,44350598905959,7715382362215
DIAB-DOU16DGX,Diablo,Oscillating Blades & Accessories,61.05,0.73,2.06,universal-fit-diamond-grit-oscillating-blade-for-grout,44350621941863,7715387768935
DIAB-DHS0875CF,Diablo,Carbide Hole Saws,61.02,0.24,2.06,7-8-steel-demon-carbide-teeth-hole-cutter,44350593597543,7715380002919
MILW-49-90-2037,Milwaukee Tools,"Nozzles, Hoses & Accessories",60.59,0.73,2.04,air-tip-long-reach-flexible-micro-hose-set,44350946902119,7715560980583
SHAR-UXL0835,SharkBite,Push Fittings,59.8,0.33,2.02,1-1-4-sharkbite-tee-ptc-x-ptc-x-ptc,44351370821735,7715770073191
DIAB-D0648CFX,Diablo,Circular Saw Blades,59.56,0.73,2.01,6-1-2-x-48-teeth-steel-demon-cermet-ii-saw-blade-for-metals-and-stainless-steel,44350589599847,7715378298983
HONE-Q314A6102/U,Resideo,Gas Ignition Components,59.53,0.2,2.01,standing-pilot-burner-for-natural-gas-with-right-single-tip-style,44351321178215,7715741171815
HONE-Q314A4586/U,Resideo,Gas Ignition Components,59.23,0.2,2.0,standing-pilot-burner-for-natural-gas-with-front-single-tip-style,44351320784999,7715741073511
DIAB-D0748CFA,Diablo,Circular Saw Blades,58.89,0.73,1.98,7-1-4-x-48-teeth-steel-demon-cermet-ii-saw-blade-for-medium-metal,44350589632615,7715378331751
MILW-48-00-6351,Milwaukee Tools,Sawzall & Hackzall Blades,58.88,0.35,1.98,6-10-tpi-torch-with-nitrus-carbide-teeth-sawzall-blade-for-conduit-and-strut-3-pack,44350919049319,7715540107367
PASC-5300-XH,Pasco,Miscellaneous Tools,58.84,0.33,1.98,usa-shower-valve-socket-set,44351274778727,7715716563047
HONE-Q354A1018/U,Resideo,Gas Ignition Components,58.72,0.2,1.98,flame-sensor-with-6-37-in-rod-height,44351322128487,7715741827175
SHAR-UR3088FX18BV,SharkBite,Push Fittings,58.55,0.33,1.97,3-4-x-3-4-x-18-sharkbite-max-stainless-steel-braided-water-heater-connector-with-ball-valve-ptc-x-fip,44351369969767,7715769286759
MILW-49-25-1503,Milwaukee Tools,Oscillating Blades & Accessories,58.16,0.73,1.96,1-3-8-carbide-teeth-metal-universal-fit-oscillating-multi-tool-blade-3-pack,44350940512359,7715556655207
MILW-49-25-1523,Milwaukee Tools,Oscillating Blades & Accessories,58.16,0.73,1.96,1-3-8-carbide-teeth-multi-material-universal-fit-oscillating-multi-tool-blade-3-pack,44350940577895,7715556720743
DELT-73224-SS,Delta,"Towel Bars, Rings & Hooks",57.87,1.0,1.95,delta-woodhurst-towel-bar-24-stainless,44350546542695,7715361620071
DIAB-DS0614BF15,Diablo,Sawzall & Hackzall Blades,57.69,0.35,1.94,6-14-18tpi-bi-metal-reciprocating-saw-blades-for-medium-metal-15-pack,44350624432231,7715388784743
MILW-48-40-4070,Milwaukee Tools,Circular Saw Blades,57.64,0.73,1.94,5-3-8-metal-stainless-cutting-circular-saw-blade,44350932811879,7715551412327
DIAB-DS1203CP3,Diablo,Sawzall & Hackzall Blades,56.82,0.35,1.91,12-3tpi-demo-demon-carbide-teeth-reciprocating-saw-blades-for-pruning-and-clean-wood-3-pack,44350636195943,7715391307879
MILW-48-00-5342,Milwaukee Tools,Sawzall & Hackzall Blades,55.72,0.35,1.88,9-6-tpi-wrecker-with-carbide-teeth-sawzall-blade-for-multi-material-3-pack,44350918099047,7715539157095
DIAB-DS0609CGPA3,Diablo,Sawzall & Hackzall Blades,55.7,0.35,1.88,6-6-9tpi-amped-demo-demon-carbide-teeth-reciprocating-saw-blades-for-general-purpose-cuts-3-pack,44350624202855,7715388555367
DIAB-DOU125BF3,Diablo,Oscillating Blades & Accessories,55.39,0.73,1.87,1-1-4-steel-demon-universal-fit-bi-metal-oscillating-blades-for-metal-3-pack,44350619123815,7715387244647
DIAB-DOU125JBW3,Diablo,Oscillating Blades & Accessories,55.39,0.73,1.87,1-1-4-demo-demon-universal-fit-bi-metal-oscillating-blades-for-clean-wood-3-pack,44350621384807,7715387670631
DIAB-DS0608CF3,Diablo,Sawzall & Hackzall Blades,55.11,0.35,1.86,6-8tpi-steel-demon-carbide-teeth-reciprocating-saw-blades-for-thick-metal-3-pack,44350624071783,7715388424295
DIAB-DDD070DIA101F,Diablo,"Cut-Off, Grinding & Brushes",55.08,0.73,1.86,7-diamond-metal-cut-off-disc,44350590550119,7715379019879
SSTN-150-8,Legend Valve,Stainless Steel Nipples,54.8,0.35,1.85,1-1-2-x-8-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350883233895,7715517300839
PASC-4089,Pasco,Miscellaneous Tools,54.34,0.33,1.83,water-meter-key-36,44351266553959,7715711352935
DIAB-DS0906CWS3,Diablo,Sawzall & Hackzall Blades,53.8,0.35,1.81,9-5-7-tpi-demo-demon-carbide-teeth-reciprocating-saw-blades-for-nail-embedded-wood-3-pack,44350624727143,7715389079655
MILW-49-10-9001,Milwaukee Tools,Oscillating Blades & Accessories,53.31,0.73,1.8,3-piece-universal-fit-oscillating-multi-tool-blade-set,44350936481895,7715553902695
PASC-4528,Pasco,Miscellaneous Tools,53.31,0.33,1.8,angle-on-wrench-set,44351269339239,7715712794727
DIAB-DHS3625CT,Diablo,Carbide Hole Saws,53.04,0.24,1.79,3-5-8-carbide-teeth-hole-saw-for-wood-and-metal,44350603526247,7715383279719
SSTF-200-45EL,Legend Valve,Stainless Steel Fittings,52.8,1.0,1.78,2-304-stainless-steel-45-deg-elbow-fnpt-x-fnpt,44350880317543,7715514712167
PASC-4817,Pasco,Miscellaneous Tools,52.74,0.33,1.78,1-pipe-tap,44351272386663,7715715088487
SSTN-075-12-316,Legend Valve,Stainless Steel Nipples,52.45,0.35,1.77,3-4-x-12-316-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350881562727,7715515793511
HONE-Q345A1313/U,Resideo,Gas Ignition Components,52.44,0.2,1.77,combination-intermittent-pilot-burner-and-ignitor-with-left-tip,44351321997415,7715741696103
AMAC-4125-157,A.Y. McDonald Industries,Water Service Fittings,52.3,1.0,1.76,1-1-4-ranger-insert-stiffener,44350228856935,7715203514471
DIAB-DOU125BW3,Diablo,Oscillating Blades & Accessories,51.78,0.73,1.74,1-1-4-demo-demon-universal-fit-bi-metal-oscillating-blades-for-nail-embedded-wood-3-pack,44350619680871,7715387342951
MILW-49-90-2014,Milwaukee Tools,"Nozzles, Hoses & Accessories",51.63,0.73,1.74,1-1-4-x-2-to-6-expandable-hose,44350946705511,7715560816743
SHAR-UXL0141,SharkBite,Push Fittings,51.27,0.33,1.73,1-1-2-sharkbite-coupling-ptc-x-ptc-shar-uxl0141,44351370592359,7715769843815
DIAB-DHS2125CTR,Diablo,Hole Saw Bits & Accessories,51.11,0.73,1.72,diablo-2-1-8-demo-demon-carbide-teeth-rough-in-hole-saw,44350598545511,7715382001767
PASC-4658,Pasco,Miscellaneous Tools,51.0,0.33,1.72,1-pvc-pipe-cutter-pro-cut,44351271403623,7715714203751
MILW-49-25-1243,Milwaukee Tools,Oscillating Blades & Accessories,50.88,0.73,1.71,2-1-2-bi-metal-multi-material-universal-fit-oscillating-multi-tool-blade-3-pack,44350940086375,7715556458599
MILW-49-25-1263,Milwaukee Tools,Oscillating Blades & Accessories,50.88,0.73,1.71,1-3-4-bi-metal-multi-material-universal-fit-oscillating-multi-tool-blade-3-pack,44350940250215,7715556589671
SSTN-100-12,Legend Valve,Stainless Steel Nipples,50.62,0.35,1.71,1-x-12-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350882152551,7715516219495
SHAR-UR22223,SharkBite,Push Fittings,50.31,0.33,1.7,1-sharkbite-max-quarter-turn-ball-valve-ptc-x-ptc,44351369412711,7715768828007
DIAB-DMADC0450,Diablo,"Cut-Off, Grinding & Brushes",50.2,0.73,1.69,4-1-2-diamond-continuous-rim-masonry-cut-off-disc,44350610276455,7715385180263
AMAC-4125-176,A.Y. McDonald Industries,Water Service Fittings,50.18,1.0,1.69,1-1-2-ranger-insert-stiffener,44350228922471,7715203580007
GERB-D481350,Gerber,Shower Arms,49.41,1.0,1.67,push-pull-showerarm-diverter-chrome,44350717165671,7715425550439
HONE-Q345A1305/U,Resideo,Gas Ignition Components,49.39,0.2,1.66,combination-intermittent-pilot-burner-and-ignitor-with-front-tip,44351321964647,7715741663335
DIAB-DHS3000CT,Diablo,Carbide Hole Saws,48.95,0.24,1.65,3-carbide-teeth-hole-saw-for-wood-and-metal,44350599004263,7715382460519
DIAB-DHS1375DG,Diablo,Hole Saw Bits & Accessories,48.91,0.73,1.65,1-3-8-diamond-grit-hole-saw,44350598021223,7715381477479
CAMC-11622,CAMCO MANUFACTURING INC.,Dip Tubes & Anode Rods,47.87,1.0,1.61,anode-rod-alum-3-4-14nptx42lx0-625odw-dielctnip-llc-tube-11622,44350386307175,7715276226663
DIAB-DHS1750CTR,Diablo,Hole Saw Bits & Accessories,47.84,0.73,1.61,diablo-1-3-4-demo-demon-carbide-teeth-rough-in-hole-saw,44350598283367,7715381739623
DIAB-DOSCGX,Diablo,Oscillating Blades & Accessories,47.7,0.73,1.61,2-3-4-starlock-carbide-grit-oscillating-sanding-blade-for-grout-and-mortar,44350617616487,7715386916967
PASC-4832,Pasco,Miscellaneous Tools,47.43,0.33,1.6,1-nipple-extractor,44351273173095,7715715481703
TECT-55001,Elkhart,Push Fittings,47.41,0.33,1.6,1-90-elbow-contractor-pack-push,44350692458599,7715410837607
DIAB-DHS1375CTR,Diablo,Hole Saw Bits & Accessories,46.56,0.73,1.57,diablo-1-3-8-demo-demon-carbide-teeth-rough-in-hole-saw,44350597988455,7715381444711
SHAR-UXL0441,SharkBite,Push Fittings,46.52,0.33,1.57,1-1-2-sharkbite-end-cap-ptc,44351370756199,7715770007655
SHAR-UXL114140F,SharkBite,Push Fittings,46.52,0.33,1.57,1-1-2-sharkbite-female-adapter-fip-x-ptc,44351370920039,7715770171495
SHAR-UXL114140M,SharkBite,Push Fittings,46.52,0.33,1.57,1-1-2-sharkbite-male-adapter-mip-x-ptc,44351371214951,7715770237031
SSTN-125-8,Legend Valve,Stainless Steel Nipples,46.5,0.35,1.57,1-1-4-x-8-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350882840679,7715516907623
HONE-Q314A6094/U,Resideo,Gas Ignition Components,46.34,0.2,1.56,standing-pilot-burner-for-natural-gas-with-left-single-tip-style,44351321145447,7715741139047
CFCB-125.100-TEE,Mueller Streamline,Copper Sweat Fittings (Cleaned & Bagged),46.24,0.35,1.56,1-1-4-x-1-1-4-x-1-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,44351066472551,7715625107559
CASH-22223-0000LF,SharkBite,Push Fittings,46.02,0.33,1.55,1-in-ball-valve-lead-free,44351365251175,7715766599783
HONE-392125-2/U,Resideo,Gas Ignition Components,45.81,0.2,1.54,36-inch-ignition-cable-assembly-with-a-straight-boot,44351298633831,7715729801319
DIAB-DOU275RCGP,Diablo,Oscillating Blades & Accessories,45.77,0.73,1.54,2-3-4-amped-demo-demon-universal-fit-carbide-teeth-oscillating-blade-for-general-purpose-cuts,44350623711335,7715388063847
MILW-48-22-0428,Milwaukee Tools,Distance Measuring,45.2,0.73,1.52,25ft-magnetic-tape-measure-w-rechargeable-100l-light,44350921441383,7715542532199
DIAB-DHS1250DG,Diablo,Hole Saw Bits & Accessories,44.55,0.73,1.5,1-1-4-diamond-grit-hole-saw,44350597857383,7715381313639
MILW-49-25-1233,Milwaukee Tools,Oscillating Blades & Accessories,44.36,0.73,1.49,1-3-8-bi-metal-multi-material-universal-fit-oscillating-multi-tool-blade-3-pack,44350940020839,7715556393063
DIAB-DS0705CWR3,Diablo,Sawzall & Hackzall Blades,44.05,0.35,1.48,7-3-8-5tpi-demo-demon-carbide-teeth-reciprocating-saw-blades-for-rough-in-scrolling,44350624596071,7715388948583
MILW-48-00-5263,Milwaukee Tools,Sawzall & Hackzall Blades,43.84,0.35,1.48,12-8-tpi-torch-with-nitrus-carbide-sawzall-blade-for-cast-iron-1-pack,44350917836903,7715538894951
MILW-48-21-2301,Milwaukee Tools,Tool Tracking,43.76,0.73,1.47,one-key-bluetooth-tracking-tag,44350921048167,7715542073447
MILW-49-25-1113,Milwaukee Tools,Oscillating Blades & Accessories,43.62,0.73,1.47,2-1-2-high-carbon-steel-wood-universal-fit-oscillating-multi-tool-blade-3-pack,44350939856999,7715556261991
SHAR-UXL0235,SharkBite,Push Fittings,43.2,0.33,1.46,1-1-4-sharkbite-90-elbow-ptc-x-ptc-shar-uxl0235,44351370657895,7715769909351
DIAB-DMADS0450,Diablo,"Cut-Off, Grinding & Brushes",43.05,0.73,1.45,4-1-2-diamond-segmented-masonry-cut-off-blade,44350610309223,7715385213031
DIAB-DS0609CGP3,Diablo,Sawzall & Hackzall Blades,42.7,0.35,1.44,6-6-9-tpi-demo-demon-carbide-teeth-reciprocating-saw-blades-for-general-purpose-cuts-3-pack,44350624170087,7715388522599
DIAB-DS0903CP3,Diablo,Sawzall & Hackzall Blades,42.7,0.35,1.44,9-3tpi-demo-demon-carbide-tipped-reciprocating-saw-blades-for-pruning-and-clean-wood-3-pack,44350624694375,7715389046887
DIAB-DHS2625CT,Diablo,Carbide Hole Saws,42.55,0.24,1.43,2-5-8-carbide-teeth-hole-saw-for-wood-and-metal,44350598938727,7715382394983
DIAB-DHS2563CT,Diablo,Hole Saw Bits & Accessories,42.24,0.73,1.42,2-9-16-carbide-teeth-hole-saw-for-wood-and-metal,44350598873191,7715382329447
PASC-9123-R,Pasco,Miscellaneous Tools,41.49,0.33,1.4,2-x-50-yd-aluminum-foil-tape,44351277039719,7715717611623
DIAB-DHS1125DG,Diablo,Hole Saw Bits & Accessories,41.45,0.73,1.4,1-1-8-diamond-grit-hole-saw,44350596546663,7715380887655
MILW-49-25-2272,Milwaukee Tools,Oscillating Blades & Accessories,41.23,0.73,1.39,diamond-max-diamond-grit-grout-removal-universal-fit-oscillating-multi-tool-blade-1-pack,44350940807271,7715556917351
DIAB-DHS2500CT,Diablo,Carbide Hole Saws,41.16,0.24,1.39,2-1-2-carbide-teeth-hole-saw-for-wood-and-metal,44350598774887,7715382231143
MILW-49-10-9005,Milwaukee Tools,Oscillating Blades & Accessories,41.12,0.73,1.39,3-piece-multi-material-universal-fit-oscillating-multi-tool-blade-set,44350936514663,7715553935463
HONE-Q373A2115/U,Resideo,Gas Ignition Components,40.52,0.2,1.37,pilot-burner-for-natural-gas-includes-a-bcr-18-orifice-left-single-tip-style-and-b-style-mounting-bracket,44351322161255,7715741859943
DIAB-DOU350RBGP,Diablo,Oscillating Blades & Accessories,40.41,0.73,1.36,3-1-2-demo-demon-universal-fit-bi-metal-oscillating-blade-for-general-purpose-cuts,44350623744103,7715388096615
MILW-48-22-1425,Milwaukee Tools,Distance Measuring,40.19,0.73,1.35,25ft-stud-tape-measure,44350921605223,7715542663271
SHAR-100.075-TEE-LF,SharkBite,Push Fittings,39.33,0.33,1.33,1-in-x-1-in-x-3-4-in-tee-lead-free,44351366529127,7715767418983
SHAR-UR374A,SharkBite,Push Fittings,39.33,0.33,1.33,1-sharkbite-max-tee,44351370231911,7715769483367
SHAR-UR416A,SharkBite,Push Fittings,39.33,0.33,1.33,1-x-1-x-3-4-sharkbite-max-reducing-tee,44351370362983,7715769614439
SSTN-075-12,Legend Valve,Stainless Steel Nipples,39.21,1.0,1.32,3-4-x-12-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,44350881529959,7715515760743
SHAR-UIP4020A,SharkBite,Push Fittings,38.88,0.33,1.31,1-sharkbite-pvc-transition-coupling,44351368298599,7715768172647
MILW-49-25-1103,Milwaukee Tools,Oscillating Blades & Accessories,38.61,0.73,1.3,1-3-8-high-carbon-steel-wood-universal-fit-oscillating-multi-tool-blade-3-pack,44350939791463,7715556196455
DIAB-DS0606CWS3,Diablo,Sawzall & Hackzall Blades,38.59,0.35,1.3,6-5-7-tpi-demo-demon-carbide-teeth-reciprocating-saw-blades-for-nail-embedded-wood-3-pack,44350623973479,7715388325991
DIAB-DHS2250CT,Diablo,Hole Saw Bits & Accessories,38.56,0.73,1.3,2-1-4-carbide-teeth-hole-saw-for-wood-and-metal,44350598611047,7715382067303
SHAR-UXL0135,SharkBite,Push Fittings,38.45,0.33,1.3,1-1-4-sharkbite-coupling-ptc-x-ptc,44351370559591,7715769811047
MILW-48-00-5273,Milwaukee Tools,Sawzall & Hackzall Blades,38.4,0.35,1.29,12-wrecker-with-nitrus-carbide-sawzall-blade-for-multi-material-1-pack,44350917935207,7715538993255
DIAB-DHS1000DG,Diablo,Hole Saw Bits & Accessories,38.34,0.73,1.29,1-diamond-grit-hole-saw,44350595235943,7715380461671
MILW-48-22-2921,Milwaukee Tools,Nut Drivers,38.28,0.73,1.29,multi-nut-driver-w-shockwave-impact-duty-magnetic-nut-drivers,44350923047015,7715543875687
SHAR-UXLG03,SharkBite,Miscellaneous Tools,37.96,0.33,1.28,depth-gauge-deburr-tool,44351372230759,7715770499175
BRAS-CR1901LRX-C1,BrassCraft,Stops,37.77,0.35,1.27,1-2-x-3-8-x-3-8-dual-angle-stop-comp-chrome-bras-cr1901lrx-c1,44350356357223,7715253125223
MILW-48-22-2183,Milwaukee Tools,Allen Wrenches,37.66,0.73,1.27,2-piece-17-key-folding-hex-key-sets-sae-metric,44350922686567,7715543580775
DIAB-DHS2000CT,Diablo,Carbide Hole Saws,37.17,0.24,1.25,2-carbide-teeth-hole-saw-for-wood-and-metal,44350598447207,7715381903463
PASC-4338,Pasco,Miscellaneous Tools,37.04,0.33,1.25,pull-plastic-pipe-saw-12,44351267930215,7715711909991
SHAR-22186-0000LF,SharkBite,Push Fittings,36.6,0.33,1.23,3-4-ball-valve-with-fnpt-connector-ptc-x-fip,44351367282791,7715767615591
SHAR-UR22185,SharkBite,Push Fittings,36.6,0.33,1.23,3-4-sharkbite-max-quarter-turn-ball-valve-ptc-x-ptc,44351369314407,7715768729703
DIAB-DHS2125CT,Diablo,Hole Saw Bits & Accessories,36.59,0.73,1.23,2-1-8-carbide-teeth-hole-saw-for-wood-and-metal,44350598512743,7715381968999
RHEE-AP16581A,Rheem Manufacturing,Dip Tubes & Anode Rods,35.46,1.0,1.2,diffuser-tube,44351339561063,7715752575079
MOEN-AS-4201-BLS,Moen,Air Switches,35.3,1.0,1.19,moen-black-stainless-air-switch,44350980915303,7715581984871
MILW-49-56-9205,Milwaukee Tools,Carbide Hole Saws,35.27,0.24,1.19,1-3-4-big-hawg-with-carbide-teeth,44350945394791,7715559702631
PASC-4668,Pasco,Miscellaneous Tools,34.72,0.33,1.17,big-yank-sr-hdl-puller,44351271731303,7715714498663
